Omega_over_gamma,Delta_over_gamma,low_rank_winner,low_rank_min,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.23,0.09666666666666666,1,0.13563833616380447,3,0.29897247332336185,0.16333413715955739,1
0.23,0.099,1,0.13499989730535544,3,0.29934616416291443,0.164346266857559,1
0.23,0.10133333333333333,1,0.13435745231688762,3,0.29972878038666734,0.16537132806977972,1
0.23,0.10366666666666666,1,0.13371137570682,3,0.3001203183457636,0.16640894263894357,1
0.23,0.106,1,0.13306202693609043,3,0.3005207737473835,0.16745874681129308,1
0.23,0.10833333333333334,1,0.13240975072869515,3,0.3009301416119873,0.16852039088329213,1
0.23,0.11066666666666666,1,0.13175487740829728,3,0.3013484162291978,0.1695935388209005,1
0.23,0.113,1,0.13109772325601476,3,0.301775591112338,0.17067786785632322,1
0.23,0.11533333333333333,1,0.13043859088495613,3,0.3022116589516056,0.1717730680666495,1
0.23,0.11766666666666666,1,0.12977776962755727,3,0.3026566115658823,0.17287884193832503,1
0.23,0.12,1,0.1291155359321749,3,0.3031104398531991,0.17399490392102418,1
0.23500000000000001,0.05,1,0.15817494172161328,3,0.2949832492045749,0.13680830748296163,1
0.23500000000000001,0.052333333333333336,1,0.1576109652477985,3,0.2951707734685976,0.1375598082207991,1
0.23500000000000001,0.05466666666666667,1,0.15703076157717968,3,0.2953668611673584,0.1383360995901787,1
0.23500000000000001,0.057,1,0.15643523059226522,3,0.29557151331612236,0.13913628272385714,1
0.23500000000000001,0.059333333333333335,1,0.1558252547527244,3,0.2957847308482625,0.1399594760955381,1
0.23500000000000001,0.06166666666666667,1,0.15520169677384188,3,0.29600651459845095,0.14080481782460907,1
0.23500000000000001,0.064,1,0.15456539767562363,3,0.29623686528502297,0.14167146760939933,1
0.23500000000000001,0.06633333333333333,1,0.15391717517916603,3,0.2964757834914788,0.14255860831231276,1
0.23500000000000001,0.06866666666666667,1,0.15325782242486397,3,0.2967232696471355,0.14346544722227156,1
0.23500000000000001,0.07100000000000001,1,0.15258810698586006,3,0.2969793240068937,0.14439121702103364,1
0.23500000000000001,0.07333333333333333,1,0.1519087701496876,3,0.297243946630108,0.1453351764804204,1
0.23500000000000001,0.07566666666666666,1,0.1512205264412238,3,0.2975171373585572,0.14629661091733343,1
0.23500000000000001,0.078,1,0.15052406336069907,3,0.2977988957934818,0.14727483243278272,1
0.23500000000000001,0.08033333333333334,1,0.14982004131152873,3,0.2980892212716866,0.14826917996015784,1
0.23500000000000001,0.08266666666666667,1,0.1491090936940419,3,0.2983881128406963,0.14927901914665437,1
0.23500000000000001,0.08499999999999999,1,0.14839182714265442,3,0.29869556923291624,0.15030374209026182,1
0.23500000000000001,0.08733333333333333,1,0.14766882188567576,3,0.2990115888388395,0.15134276695316373,1
0.23500000000000001,0.08966666666666667,1,0.14694063220861936,3,0.29933616967924814,0.15239553747062878,1
0.23500000000000001,0.092,1,0.14620778700357714,3,0.2996693093763876,0.15346152237281044,1
0.23500000000000001,0.09433333333333332,1,0.1454707903889169,3,0.30001100512413303,0.15454021473521615,1
0.23500000000000001,0.09666666666666666,1,0.14473012238517355,3,0.3003612536571143,0.15563113127194075,1
0.23500000000000001,0.099,1,0.14398623963457977,3,0.30072005121879497,0.1567338115842152,1
0.23500000000000001,0.10133333333333333,1,0.14323957615312516,3,0.3010873935284852,0.15784781737536002,1
0.23500000000000001,0.10366666666666666,1,0.14249054410542622,3,0.30146327574730164,0.15897273164187542,1
0.23500000000000001,0.106,1,0.1417395345939265,3,0.30184769244303855,0.16010815784911206,1
0.23500000000000001,0.10833333333333334,1,0.1409869184551315,3,0.30224063755396313,0.16125371909883163,1
0.23500000000000001,0.11066666666666666,1,0.14023304705660083,3,0.3026421043515222,0.1624090572949214,1
0.23500000000000001,0.113,1,0.1394782530894096,3,0.3030520854019653,0.16357383231255573,1
0.23500000000000001,0.11533333333333333,1,0.13872285135160028,3,0.30347057252686366,0.16474772117526337,1
0.23500000000000001,0.11766666666666666,1,0.1379671395189338,3,0.30389755676255514,0.16593041724362134,1
0.23500000000000001,0.12,1,0.13721139889990552,3,0.3043330283184832,0.16712162941857767,1
0.24,0.05,1,0.1712457480989043,3,0.2966223668617335,0.12537661876282918,1
0.24,0.052333333333333336,1,0.17051787671862684,3,0.2968028612352304,0.12628498451660358,1
0.24,0.05466666666666667,1,0.16977289884111577,3,0.2969915908465882,0.12721869200547245,1
0.24,0.057,1,0.16901213135640225,3,0.2971885557608352,0.12817642440443294,1
0.24,0.059333333333333335,1,0.1682368383163554,3,0.2973937559351275,0.1291569176187721,1
0.24,0.06166666666666667,1,0.16744822948402738,3,0.29760719120408546,0.1301589617200581,1
0.24,0.064,1,0.16664745957509014,3,0.29782886126441677,0.13118140168932663,1
0.24,0.06633333333333333,1,0.16583562809341648,3,0.29805876565881656,0.13222313756540008,1
0.24,0.06866666666666667,1,0.1650137796690419,3,0.2982969037591403,0.1332831240900984,1
0.24,0.07100000000000001,1,0.1641829048140942,3,0.29854327474882475,0.13436036993473055,1
